"level","title","type","description","source_id","degree","human_readable_id","id","size","graph_embedding","community","top_level_node_id","x","y"
0,"THE BIG BANG","EVENT","""The Big Bang is the name given to the event where matter, energy, time, and space came into being.""","dd4335de10ecc873b69ad14e533cde00",0,0,"b45241d70f0e43fca764df95b2b81f77",0,"","","b45241d70f0e43fca764df95b2b81f77",0,0
0,"PHYSICS","SCIENCE","""Physics is the study of matter, energy, time, and space, which came into being in the Big Bang.""","dd4335de10ecc873b69ad14e533cde00",0,1,"4119fd06010c494caa07f439b333f4c5",0,"","","4119fd06010c494caa07f439b333f4c5",0,0
0,"CHEMISTRY","SCIENCE","""Chemistry is the study of atoms and molecules, which came into being 300,000 years after the Big Bang.""","dd4335de10ecc873b69ad14e533cde00",0,2,"d3835bf3dda84ead99deadbeac5d0d7d",0,"","","d3835bf3dda84ead99deadbeac5d0d7d",0,0
0,"BIOLOGY","SCIENCE","""Biology is the study of organisms, which first appeared on Earth about 3.8 billion years ago.""","dd4335de10ecc873b69ad14e533cde00",0,3,"077d2820ae1845bcbb1803379a3d1eae",0,"","","077d2820ae1845bcbb1803379a3d1eae",0,0
0,"HISTORY","EVENT","""History refers to the development of human cultures, which started about 70,000 years ago.""","dd4335de10ecc873b69ad14e533cde00",0,4,"3671ea0dd4e84c1a9b02c5ab2c8f4bac",0,"","","3671ea0dd4e84c1a9b02c5ab2c8f4bac",0,0
0,"EARTH","GEO","Earth is the planet where life first appeared and where human cultures developed.","dd4335de10ecc873b69ad14e533cde00",0,5,"19a7f254a5d64566ab5cc15472df02de",0,"","","19a7f254a5d64566ab5cc15472df02de",0,0
0,"HOMO SAPIENS","PERSON","""Homo sapiens, also known as modern humans or simply Sapiens, is a species of the genus Homo and a member of the family of great apes. It is characterized by its large brain and high energy consumption at rest. Homo sapiens formed elaborate structures called cultures, leading to the development of history, and they are the species to which humans currently belong. As the species that includes wise men, Homo sapiens has kept a secret about its uncivilized cousins and former siblings. However, the future of Homo sapiens is uncertain, with experts suggesting that they may not survive for 2 million years, given the instability of their existence a thousand years from now.""","""0f4f44a0eb6ff6da95c8f12946faff91,13b96cfd09f03307717076cf0624218f,3bb28165d90d7db5f19e2208ec0a8b34,65e2981c6c6a6b1cddbdde3166ad329b,8bd4c7f5f1ddf7c6d91f4bae802bd4ba,9618bb9b971fa5efb45c79574ff34860,dd4335de10ecc873b69ad14e533cde00,feccd5ea2e791c74245cd72130cc8a97""",12,6,"e7ffaee9d31d4d3c96e04f911d0a8f9e",12,"","1","e7ffaee9d31d4d3c96e04f911d0a8f9e",0,0
0,"COGNITIVE REVOLUTION","EVENT","""The Cognitive Revolution is an event that started history about 70,000 years ago.""","dd4335de10ecc873b69ad14e533cde00",0,7,"f7e11b0e297a44a896dc67928368f600",0,"","","f7e11b0e297a44a896dc67928368f600",0,0
0,"AGRICULTURAL REVOLUTION","EVENT","""The Agricultural Revolution is an event that sped up history about 12,000 years ago.""","dd4335de10ecc873b69ad14e533cde00",0,8,"1fd3fa8bb5a2408790042ab9573779ee",0,"","","1fd3fa8bb5a2408790042ab9573779ee",0,0
0,"SCIENTIFIC REVOLUTION","EVENT","""The Scientific Revolution is an event that may end history and start something completely different, getting underway only 500 years ago.""","dd4335de10ecc873b69ad14e533cde00",0,9,"27f9fbe6ad8c4a8b9acee0d3596ed57c",0,"","","27f9fbe6ad8c4a8b9acee0d3596ed57c",0,0
0,"THE AGRICULTURAL REVOLUTION","EVENT","""The Agricultural Revolution is an historical event that occurred approximately 12,000 years ago and significantly sped up human progress.""","64f6ebc1721155ebd85f715b8c39c8bb",0,10,"e1fd0e904a53409aada44442f23a51cb",0,"","","e1fd0e904a53409aada44442f23a51cb",0,0
0,"THE SCIENTIFIC REVOLUTION","EVENT","The Scientific Revolution is an historical event that began 500 years ago and may have marked the end of history and the beginning of something completely different.","64f6ebc1721155ebd85f715b8c39c8bb",0,11,"de988724cfdf45cebfba3b13c43ceede",0,"","","de988724cfdf45cebfba3b13c43ceede",0,0
0,"HUMANS","ORGANIZATION","""Humans are a species that have been in existence for approximately 2.5 million years, characterized by intricate hand movements and tool production, an upright gait, and significant progress during the Agricultural and Scientific Revolutions. They are distinguished by their extraordinarily large brains compared to other animals, with an average brain size ranging from 1,200-1,400 cubic centimeters.""","""64f6ebc1721155ebd85f715b8c39c8bb,a189361cf240d794a22d9cbeea508cda,eb2e82d94232966bd9797c758dda347a""",4,12,"96aad7cb4b7d40e9b7e13b94a67af206",4,"","","96aad7cb4b7d40e9b7e13b94a67af206",0,0
0,"EAST AFRICA","GEO","""East Africa is a geographical region that has been home to humans and other organisms for millions of years. It is specifically recognized as the cradle of humanity, where human evolution continued, and new species emerged. More specifically, East Africa is identified as the original homeland of both Homo sapiens and Australopithecus.""","""13b96cfd09f03307717076cf0624218f,64f6ebc1721155ebd85f715b8c39c8bb,9618bb9b971fa5efb45c79574ff34860,feccd5ea2e791c74245cd72130cc8a97""",4,13,"c9632a35146940c2a86167c7726d35e9",4,"","2","c9632a35146940c2a86167c7726d35e9",0,0
0,"MODERN HUMANS","PERSON","""Modern humans are a species that first appeared approximately 2.5 million years ago and share similarities with other primates such as chimpanzees, baboons, and elephants.""","64f6ebc1721155ebd85f715b8c39c8bb",0,14,"9646481f66ce4fd2b08c2eddda42fc82",0,"","","9646481f66ce4fd2b08c2eddda42fc82",0,0
0,"LOCAL BEAUTY","GEO","""The local beauty refers to the appealing natural or man-made features of a place, indicating a geographical location.""","3e9fb1e24142df534601026345ef03e3",0,15,"d91a266f766b4737a06b0fda588ba40b",0,"","","d91a266f766b4737a06b0fda588ba40b",0,0
0,"WISE OLD MATRIARCHS","PERSON","""Wise old matriarchs refers to respected and experienced older female leaders, indicating a group of individuals.""","3e9fb1e24142df534601026345ef03e3",0,16,"bc0e3f075a4c4ebbb7c7b152b65a5625",0,"","","bc0e3f075a4c4ebbb7c7b152b65a5625",0,0
0,"PREHISTORIC HUMANS","PERSON","""Prehistoric humans are early ancestors of modern humans, characterized as insignificant animals with no special impact on their environment.""","3e9fb1e24142df534601026345ef03e3",0,17,"254770028d7a4fa9877da4ba0ad5ad21",0,"","","254770028d7a4fa9877da4ba0ad5ad21",0,0
0,"DESCENDANTS OF PREHISTORIC HUMANS","PERSON","Descendants of prehistoric humans are individuals who are related to prehistoric humans and have achieved significant milestones in history.","3e9fb1e24142df534601026345ef03e3",0,18,"4a67211867e5464ba45126315a122a8a",0,"","","4a67211867e5464ba45126315a122a8a",0,0
0,"BIOLOGISTS","ORGANIZATION","Biologists are professionals who classify organisms into species based on their mating habits and genetic traits.","3e9fb1e24142df534601026345ef03e3",0,19,"04dbbb2283b845baaeac0eaf0c34c9da",0,"","","04dbbb2283b845baaeac0eaf0c34c9da",0,0
0,"HORSES AND DONKEYS","ORGANIZATION","""Horses and donkeys are two distinct species that share a recent common ancestor but show little sexual interest in each other, resulting in sterile offspring.""","3e9fb1e24142df534601026345ef03e3",0,20,"1943f245ee4243bdbfbd2fd619ae824a",0,"","","1943f245ee4243bdbfbd2fd619ae824a",0,0
0,"BULLDOG AND SPANIEL","ORGANIZATION","""Bulldog and spaniel are members of the same species, sharing the same DNA pool and indicating a group of related animals.""","3e9fb1e24142df534601026345ef03e3",0,21,"273daeec8cad41e6b3e450447db58ee7",0,"","","273daeec8cad41e6b3e450447db58ee7",0,0
0,"DONKEYS","ORGANIZATION","Donkeys are a distinct species that cannot produce fertile offspring with horses.","ea1005e7521d78327d39be6bb78a563d",1,22,"e69dc259edb944ea9ea41264b9fcfe59",1,"","","e69dc259edb944ea9ea41264b9fcfe59",0,0
0,"HORSES","ORGANIZATION","Horses are a distinct species that cannot produce fertile offspring with donkeys.","ea1005e7521d78327d39be6bb78a563d",1,23,"e2f5735c7d714423a2c4f61ca2644626",1,"","","e2f5735c7d714423a2c4f61ca2644626",0,0
0,"MULES","ORGANIZATION","Mules are the sterile offspring resulting from the mating of donkeys and horses.","ea1005e7521d78327d39be6bb78a563d",0,24,"deece7e64b2a4628850d4bb6e394a9c3",0,"","","deece7e64b2a4628850d4bb6e394a9c3",0,0
0,"BULLDOGS","PERSON","""Bulldogs are a species that can interbreed with other species within the same genus, such as spaniels.""","ea1005e7521d78327d39be6bb78a563d",1,25,"e657b5121ff8456b9a610cfaead8e0cb",1,"","","e657b5121ff8456b9a610cfaead8e0cb",0,0
0,"SPANIELS","PERSON","""Spaniels are a species that can interbreed with other species within the same genus, such as bulldogs.""","ea1005e7521d78327d39be6bb78a563d",1,26,"bf4e255cdac94ccc83a56435a5e4b075",1,"","","bf4e255cdac94ccc83a56435a5e4b075",0,0
0,"LIONS","GEO","""Lions are a species within the genus Panthera, which also includes tigers, leopards, and jaguars.""","ea1005e7521d78327d39be6bb78a563d",3,27,"3b040bcc19f14e04880ae52881a89c1c",3,"","","3b040bcc19f14e04880ae52881a89c1c",0,0
0,"TIGERS","GEO","""Tigers are a species within the genus Panthera, which also includes lions, leopards, and jaguars.""","ea1005e7521d78327d39be6bb78a563d",1,28,"3d6b216c14354332b1bf1927ba168986",1,"","","3d6b216c14354332b1bf1927ba168986",0,0
0,"LEOPARDS","GEO","""Leopards are a species within the genus Panthera, which also includes lions, tigers, and jaguars.""","ea1005e7521d78327d39be6bb78a563d",1,29,"1c109cfdc370463eb6d537e5b7b382fb",1,"","","1c109cfdc370463eb6d537e5b7b382fb",0,0
0,"JAGUARS","GEO","""Jaguars are a species within the genus Panthera, which also includes lions, tigers, and leopards.""","ea1005e7521d78327d39be6bb78a563d",1,30,"3d0dcbc8971b415ea18065edc4d8c8ef",1,"","","3d0dcbc8971b415ea18065edc4d8c8ef",0,0
0,"GENUS","EVENT","Genus is a category used by biologists to group organisms that have evolved from a common ancestor.","ea1005e7521d78327d39be6bb78a563d",0,31,"68105770b523412388424d984e711917",0,"","","68105770b523412388424d984e711917",0,0
0,"FAMILIES","EVENT","""Families are categories used by biologists to group genera, such as cats, dogs, and elephants.""","ea1005e7521d78327d39be6bb78a563d",0,32,"85c79fd84f5e4f918471c386852204c5",0,"","","85c79fd84f5e4f918471c386852204c5",0,0
0,"LEO","ORGANIZATION","""Leo is a species of the genus Panthera, and a member of the family of cats.""","65e2981c6c6a6b1cddbdde3166ad329b",1,33,"eae4259b19a741ab9f9f6af18c4a0470",1,"","","eae4259b19a741ab9f9f6af18c4a0470",0,0
0,"PANTHERA","ORGANIZATION","""Panthera is a genus that includes lions, leopards, jaguars, and tigers.""","65e2981c6c6a6b1cddbdde3166ad329b",1,34,"3138f39f2bcd43a69e0697cd3b05bc4d",1,"","","3138f39f2bcd43a69e0697cd3b05bc4d",0,0
0,"HOMO","ORGANIZATION","Homo is a genus that includes modern humans and several extinct species of archaic humans.","65e2981c6c6a6b1cddbdde3166ad329b",1,35,"dde131ab575d44dbb55289a6972be18f",1,"","1","dde131ab575d44dbb55289a6972be18f",0,0
0,"CATS","ORGANIZATION","""Cats is a family that includes lions, cheetahs, house cats, and other feline species.""","65e2981c6c6a6b1cddbdde3166ad329b",1,36,"de9e343f2e334d88a8ac7f8813a915e5",1,"","","de9e343f2e334d88a8ac7f8813a915e5",0,0
0,"DOGS","ORGANIZATION","""Dogs is a family that includes wolves, foxes, jackals, and other canine species.""","65e2981c6c6a6b1cddbdde3166ad329b",0,37,"e2bf260115514fb3b252fd879fb3e7be",0,"","","e2bf260115514fb3b252fd879fb3e7be",0,0
0,"ELEPHANTS","ORGANIZATION","""Elephants is a family that includes elephants, mammoths, mastodons, and other proboscidean species.""","65e2981c6c6a6b1cddbdde3166ad329b",0,38,"b462b94ce47a4b8c8fffa33f7242acec",0,"","","b462b94ce47a4b8c8fffa33f7242acec",0,0
0,"GREAT APES","ORGANIZATION","""The entity Great Apes refers to a family of primates that includes humans, chimpanzees, gorillas, and orangutans. This term, Great Apes, is used collectively to indicate their close evolutionary relationship, highlighting the significance of their shared characteristics and common ancestry.""","""65e2981c6c6a6b1cddbdde3166ad329b,8bd4c7f5f1ddf7c6d91f4bae802bd4ba""",4,39,"17ed1d92075643579a712cc6c29e8ddb",4,"","3","17ed1d92075643579a712cc6c29e8ddb",0,0
0,"CHIMPANZEES","ORGANIZATION","""Chimpanzees are one of the closest living relatives to humans, sharing a common ancestor just 6 million years ago. They are specifically the closest living relatives of Homo sapiens, also sharing a common ancestor that dates back 6 million years.""","""65e2981c6c6a6b1cddbdde3166ad329b,8bd4c7f5f1ddf7c6d91f4bae802bd4ba""",3,40,"3ce7c210a21b4deebad7cc9308148d86",3,"","3","3ce7c210a21b4deebad7cc9308148d86",0,0
0,"FELINES","","","65e2981c6c6a6b1cddbdde3166ad329b",1,41,"d64ed762ea924caa95c8d06f072a9a96",1,"","","d64ed762ea924caa95c8d06f072a9a96",0,0
0,"GORILLAS","PERSON","""Gorillas are close living relatives to humans, sharing a common ancestry with them.""","8bd4c7f5f1ddf7c6d91f4bae802bd4ba",1,42,"adf4ee3fbe9b4d0381044838c4f889c8",1,"","3","adf4ee3fbe9b4d0381044838c4f889c8",0,0
0,"ORANG-UTANS","PERSON","""Orang-utans are close living relatives to humans, sharing a common ancestry with them.""","8bd4c7f5f1ddf7c6d91f4bae802bd4ba",1,43,"32ee140946e5461f9275db664dc541a5",1,"","3","32ee140946e5461f9275db664dc541a5",0,0
0,"SINGLE FEMALE APE","PERSON","""The single female ape is the common ancestor of both chimpanzees and humans, having lived 6 million years ago.""","8bd4c7f5f1ddf7c6d91f4bae802bd4ba",2,44,"c160b9cb27d6408ba6ab20214a2f3f81",2,"","3","c160b9cb27d6408ba6ab20214a2f3f81",0,0
0,"AUSTRALOPITHECUS","ORGANIZATION","""Australopithecus is an earlier genus of apes from which humans evolved, also known as 'Southern Ape'.""","9618bb9b971fa5efb45c79574ff34860",2,45,"23527cd679ff4d5a988d52e7cd056078",2,"","2","23527cd679ff4d5a988d52e7cd056078",0,0
0,"NORTH AFRICA","GEO","North Africa is mentioned as one of the areas settled by some of the archaic humans from East Africa.","9618bb9b971fa5efb45c79574ff34860",0,46,"f1c6eed066f24cbdb376b910fce29ed4",0,"","","f1c6eed066f24cbdb376b910fce29ed4",0,0
0,"EUROPE","GEO","Europe is a continent where human evolution occurred and it is also identified as one of the areas settled by some of the archaic humans originating from East Africa.","""13b96cfd09f03307717076cf0624218f,9618bb9b971fa5efb45c79574ff34860""",1,47,"83a6cb03df6b41d8ad6ee5f6fef5f024",1,"","1","83a6cb03df6b41d8ad6ee5f6fef5f024",0,0
0,"ASIA","GEO","Asia is a continent where human evolution occurred and is mentioned as one of the areas settled by some of the archaic humans originating from East Africa.","""13b96cfd09f03307717076cf0624218f,9618bb9b971fa5efb45c79574ff34860""",1,48,"147c038aef3e4422acbbc5f7938c4ab8",1,"","1","147c038aef3e4422acbbc5f7938c4ab8",0,0
0,"INDONESIA","GEO","""Indonesia is a region known for its steaming jungles, where human populations have evolved distinct traits to adapt to the unique environment. This description differentiates Indonesia from northern Europe, highlighting the contrasting survival requirements in these two regions.""","""9618bb9b971fa5efb45c79574ff34860,c97ef3a4adea86ede4938c80d59abb94""",1,49,"b7702b90c7f24190b864e8c6e64612a5",1,"","","b7702b90c7f24190b864e8c6e64612a5",0,0
0,"NORTHERN EUROPE","GEO","""Northern Europe is a region with snowy forests, where human populations evolved distinct traits for survival.""","c97ef3a4adea86ede4938c80d59abb94",1,50,"de6fa24480894518ab3cbcb66f739266",1,"","4","de6fa24480894518ab3cbcb66f739266",0,0
0,"HOMO RUDOLFENSIS","PERSON","""Homo rudolfensis, also known as Man from Lake Rudolf, is a human species that evolved in East Africa. This species is uniquely identified as one of the human species that developed in the region.""","""13b96cfd09f03307717076cf0624218f,c97ef3a4adea86ede4938c80d59abb94,feccd5ea2e791c74245cd72130cc8a97""",2,51,"6fae5ee1a831468aa585a1ea09095998",2,"","2","6fae5ee1a831468aa585a1ea09095998",0,0
0,"HOMO ERECTUS","PERSON","""Homo erectus, also known as Upright Man, is a human species that evolved in East Asia and survived for close to 2 million years. This ancient species is recognized for its significant adaptation of walking upright, making it a crucial part of human evolutionary history.""","""3bb28165d90d7db5f19e2208ec0a8b34,c97ef3a4adea86ede4938c80d59abb94""",3,52,"ef32c4b208d041cc856f6837915dc1b0",3,"","4","ef32c4b208d041cc856f6837915dc1b0",0,0
0,"HOMO NEANDERTHALENSIS","PERSON","""Homo neanderthalensis, or Neanderthals, is a human species that evolved in Europe and western Asia, well-adapted to the cold climate of Ice Age western Eurasia.""","c97ef3a4adea86ede4938c80d59abb94",2,53,"07b2425216bd4f0aa4e079827cb48ef5",2,"","4","07b2425216bd4f0aa4e079827cb48ef5",0,0
0,"HOMO SOLOENSIS","PERSON","""Homo soloensis, also known as the Man from the Solo Valley or Java Man, was an ancient human species that lived on the island of Java, Indonesia. This species was adapted to life in the tropics.""","""3bb28165d90d7db5f19e2208ec0a8b34,c97ef3a4adea86ede4938c80d59abb94""",2,54,"2670deebfa3f4d69bb82c28ab250a209",2,"","","2670deebfa3f4d69bb82c28ab250a209",0,0
0,"JAVA","GEO","""Java is an island in Indonesia where Homo soloensis, 'Man from the Solo Valley', lived.""","3bb28165d90d7db5f19e2208ec0a8b34",1,55,"404309e89a5241d6bff42c05a45df206",1,"","","404309e89a5241d6bff42c05a45df206",0,0
0,"FLORES","GEO","""Flores is a small Indonesian island that is known for the unique evolution of a dwarf human species, Homo oresiensis. This island was the site where archaic humans underwent a process of dwarfing, resulting in the distinct species of Homo oresiensis.""","""3bb28165d90d7db5f19e2208ec0a8b34,feccd5ea2e791c74245cd72130cc8a97""",2,56,"b785a9025069417f94950ad231bb1441",2,"","","b785a9025069417f94950ad231bb1441",0,0
0,"HOMO FLORESIENSIS","PERSON","""Homo floresiensis, also known as Flores dwarves, is a unique ancient human species that reached a maximum height of one meter and weighed no more than twenty-five kilograms.""","3bb28165d90d7db5f19e2208ec0a8b34",1,57,"3b6cd96a27304614850709aba1c9598b",1,"","","3b6cd96a27304614850709aba1c9598b",0,0
0,"HOMO ORESIENSIS","ORGANIZATION","""Homo oresiensis is a unique species of dwarf humans that reached a maximum height of one metre and weighed no more than twenty-five kilograms, capable of producing stone tools and hunting.""","feccd5ea2e791c74245cd72130cc8a97",1,58,"d54956b79dd147f894b67a8b97dcbef0",1,"","","d54956b79dd147f894b67a8b97dcbef0",0,0
0,"HOMO DENISOVA","ORGANIZATION","""Homo denisova is a previously unknown human species, discovered through a fossilised finger bone in the Denisova Cave in Siberia.""","feccd5ea2e791c74245cd72130cc8a97",1,59,"958beecdb5bb4060948415ffd75d2b03",1,"","","958beecdb5bb4060948415ffd75d2b03",0,0
0,"DENISOVA CAVE","GEO","""Denisova Cave is a location in Siberia where a fossilised finger bone of a previously unknown human species, Homo denisova, was discovered.""","feccd5ea2e791c74245cd72130cc8a97",1,60,"b999ed77e19e4f85b7f1ae79af5c002a",1,"","","b999ed77e19e4f85b7f1ae79af5c002a",0,0
0,"HOMO ERGASTER","ORGANIZATION","""Homo ergaster, also known as Working Man, is a human species that evolved in East Africa. This species is uniquely recognized as one of the human species that developed in the same region.""","""13b96cfd09f03307717076cf0624218f,feccd5ea2e791c74245cd72130cc8a97""",1,61,"48c0c4d72da74ff5bb926fa0c856d1a7",1,"","2","48c0c4d72da74ff5bb926fa0c856d1a7",0,0
0,"HUMAN SPECIES","ORGANIZATION","""Human Species refers to the different types of humans that have existed over time, including several that coexisted.>""","56e787cf8c963ad40eb29fe7c1542377",3,62,"4f3c97517f794ebfb49c4c6315f9cf23",3,"","","4f3c97517f794ebfb49c4c6315f9cf23",0,0
0,"EARLY MEN AND WOMEN","PERSON","""Early Men and Women refers to the first humans that existed, around 2.5 million years ago, with a brain size of about 600 cubic centimeters.>""","56e787cf8c963ad40eb29fe7c1542377",2,63,"1745a2485a9443bab76587ad650e9be0",2,"","","1745a2485a9443bab76587ad650e9be0",0,0
0,"MODERN SAPIENS","PERSON","""Modern Sapiens, also known as current humans, are characterized by their brain size which averages between 1,200 to 1,400 cubic centimeters. This measurement distinguishes them as a specific group of entities within the human species.""","""56e787cf8c963ad40eb29fe7c1542377,eb2e82d94232966bd9797c758dda347a""",2,64,"32e6ccab20d94029811127dbbe424c64",2,"","","32e6ccab20d94029811127dbbe424c64",0,0
0,"NEANDERTHAL","PERSON","Neanderthal refers to an extinct species of human with a larger brain size than Modern Sapiens.>","56e787cf8c963ad40eb29fe7c1542377",2,65,"94a964c6992945ebb3833dfdfdc8d655",2,"","","94a964c6992945ebb3833dfdfdc8d655",0,0
0,"BRAIN SIZE","GEO","""Brain Size refers to the volume of the human brain, which has increased significantly over time.>""","56e787cf8c963ad40eb29fe7c1542377",3,66,"1eb829d0ace042089f0746f78729696c",3,"","","1eb829d0ace042089f0746f78729696c",0,0
0,"MAMMALS","ORGANIZATION","""Mammals are a group of animals, with an average brain size of 200 cubic centimeters for those weighing sixty kilograms.""","eb2e82d94232966bd9797c758dda347a",0,67,"015e7b58d1a14b44beab3bbc9f912c18",0,"","","015e7b58d1a14b44beab3bbc9f912c18",0,0
0,"EARLIEST MEN AND WOMEN","PERSON","Earliest Men and Women are a group of early humans who lived 2.5 million years ago and had brains of about 600 cubic centimeters.","eb2e82d94232966bd9797c758dda347a",0,68,"26f88ab3e2e04c33a459ad6270ade565",0,"","","26f88ab3e2e04c33a459ad6270ade565",0,0
0,"NEANDERTHALS","PERSON","Neanderthals are a group of early humans with brains even larger than Modern Sapiens.","eb2e82d94232966bd9797c758dda347a",0,69,"babe97e1d9784cffa1c85abc1e588126",0,"","","babe97e1d9784cffa1c85abc1e588126",0,0
0,"FELINE FAMILY","ORGANIZATION","""Feline Family is a group of animals, specifically cats, who have not developed large brains for complex tasks like calculus.""","eb2e82d94232966bd9797c758dda347a",0,70,"1033a18c45aa4584b2aef6ab96890351",0,"","","1033a18c45aa4584b2aef6ab96890351",0,0
0,"GENUS HOMO","ORGANIZATION","""Genus Homo is the only group in the entire animal kingdom to have come up with massive thinking machines, referring to large brains.""","eb2e82d94232966bd9797c758dda347a",0,71,"c9b8ce91fc2945b4907fe35519339cac",0,"","","c9b8ce91fc2945b4907fe35519339cac",0,0
0,"THE BRAIN","ORGANIZATION","""The brain is a significant organ in Homo sapiens, accounting for 2-3% of total body weight but consuming 25% of the body's energy at rest.""","0f4f44a0eb6ff6da95c8f12946faff91",2,72,"fa3c4204421c48609e52c8de2da4c654",2,"","0","fa3c4204421c48609e52c8de2da4c654",0,0
0,"OTHER APES","GEO","""Other apes, compared to Homo sapiens, have smaller brains that require only 8% of rest-time energy.""","0f4f44a0eb6ff6da95c8f12946faff91",1,73,"53af055f068244d0ac861b2e89376495",1,"","1","53af055f068244d0ac861b2e89376495",0,0
0,"ARCHAIC HUMANS","PERSON","Archaic humans paid for their large brains with increased time spent searching for food and muscle atrophy.","0f4f44a0eb6ff6da95c8f12946faff91",1,74,"c03ab3ce8cb74ad2a03b94723bfab3c7",1,"","0","c03ab3ce8cb74ad2a03b94723bfab3c7",0,0
0,"CHIMPANZEE","EVENT","Chimpanzee is an example of an ape that can physically overpower a Homo sapiens but cannot win an argument.","0f4f44a0eb6ff6da95c8f12946faff91",0,75,"ed6d2eee9d7b4f5db466b1f6404d31cc",0,"","","ed6d2eee9d7b4f5db466b1f6404d31cc",0,0
0,"CARS AND GUNS","TECHNOLOGY","Cars and guns are recent technological advancements that enable Homo sapiens to move faster and defend themselves from a safe distance.","0f4f44a0eb6ff6da95c8f12946faff91",1,76,"fc01e9baa80e417c9206f941bb279407",1,"","1","fc01e9baa80e417c9206f941bb279407",0,0
0,"HUMAN NEURAL NETWORKS","ORGANIZATION","Human Neural Networks refers to the complex network of neurons in the human brain that have been growing and evolving over time.","e944bdd871c669dd3f7b5e758cec1805",0,77,"56d0e5ebe79e4814bd1463cf6ca21394",0,"","","56d0e5ebe79e4814bd1463cf6ca21394",0,0
0,"INT KNIVES AND POINTED STICKS","TECHNOLOGY","Int knives and pointed sticks are simple tools made by early humans using the increased concentration of nerves and finely tuned muscles in their hands.","e944bdd871c669dd3f7b5e758cec1805",0,78,"7c49f2710e8b4d3b8dc9310834406ea5",0,"","","7c49f2710e8b4d3b8dc9310834406ea5",0,0
0,"2.5 MILLION YEARS AGO","EVENT","2.5 million years ago marks the first evidence of tool production by ancient humans.","e944bdd871c669dd3f7b5e758cec1805",0,79,"c6d1e4f56c2843e89cf0b91c10bb6de2",0,"","","c6d1e4f56c2843e89cf0b91c10bb6de2",0,0
0,"ARCHAEOLOGISTS","ORGANIZATION","Archaeologists are professionals who study human history by analyzing artifacts and other physical remains.","e944bdd871c669dd3f7b5e758cec1805",0,80,"0adb2d9941f34ef7b2f7743cc6225844",0,"","","0adb2d9941f34ef7b2f7743cc6225844",0,0
0,"SOPHISTICATED TOOLS","TECHNOLOGY","Sophisticated Tools refer to the complex tools that humans can produce and use due to the increased concentration of nerves and finely tuned muscles in their hands.","e944bdd871c669dd3f7b5e758cec1805",0,81,"6b02373137fd438ba96af28f735cdbdb",0,"","","6b02373137fd438ba96af28f735cdbdb",0,0
0,"WALKING UPRIGHT","GEO","""Walking Upright is a significant trait of humans that allows them to scan the environment and frees their hands for other purposes, leading to the evolution of intricate hand tasks and tool production.""","e944bdd871c669dd3f7b5e758cec1805",0,82,"36a4fcd8efc144e6b8af9a1c7ab8b2ce",0,"","","36a4fcd8efc144e6b8af9a1c7ab8b2ce",0,0
0,"NATURAL SELECTION","CONCEPT","Natural Selection is a process that leads to evolutionary pressure and the development of specific traits in organisms.>","a189361cf240d794a22d9cbeea508cda",1,83,"fbeef791d19b413a9c93c6608286ab63",1,"","","fbeef791d19b413a9c93c6608286ab63",0,0
0,"PRIMATE ANCESTORS","GEO","""Primate Ancestors refer to the early ancestors of humans, who walked on all fours and had smaller heads.>""","a189361cf240d794a22d9cbeea508cda",1,84,"d2b629c0396f4180a03e16ddf3818589",1,"","","d2b629c0396f4180a03e16ddf3818589",0,0
0,"SEA","LOCATION","The Sea is a geographical feature that supported the large cranium of humans as they adjusted to an upright position.>","a189361cf240d794a22d9cbeea508cda",1,85,"6102fc6619ed422ebc42588bfa97355d",1,"","","6102fc6619ed422ebc42588bfa97355d",0,0
0,"BABIES","EVENT","""Babies refers to the offspring of humans, whose heads were getting bigger just as the birth canal was constricting due to narrower hips.>""","a189361cf240d794a22d9cbeea508cda",1,86,"8d141c0b80f74b79a05eed7fe161fe49",1,"","","8d141c0b80f74b79a05eed7fe161fe49",0,0
